text;label
Thật lòng mà nói, quyền riêng tư dữ liệu nghe hết nước chấm.;__label__chitchat
Quan điểm bạn ra sao về bầu cử sắp tới được hong?;__label__chitchat
Nay thấy chuyển đổi số thiệt là đồ gì mà rắc rối;__label__chitchat
Bạn ở đâu vậy?;__label__chitchat
Dạo này sao rồi?;__label__chitchat
Ăn cơm chưa?;__label__chitchat
Cuối tuần vui vẻ nhé;__label__chitchat
Mai cà phê không?;__label__chitchat
Mệt mỏi thật sự;__label__chitchat
Đói bụng quá đi;__label__chitchat
Nay trời đẹp ghê;__label__chitchat
Có chuyện gì vui không?;__label__chitchat
Đang làm gì đó?;__label__chitchat
Chán quá không có gì làm;__label__chitchat
Bộ phim đó hay lắm;__label__chitchat
Bạn nghe bài hát mới chưa?;__label__chitchat
Giá xăng lại tăng rồi;__label__chitchat
Kẹt xe muốn xỉu;__label__chitchat
Sắp tới có dự định đi đâu chơi không?;__label__chitchat
Món này ngon tuyệt vời;__label__chitchat
Tối nay ăn gì đây nhỉ?;__label__chitchat
Dạo này có game nào hay không?;__label__chitchat
Cần tìm một cuốn sách để đọc;__label__chitchat
Công việc dạo này ổn chứ?;__label__chitchat
Hôm nay là một ngày dài;__label__chitchat
Cứu tui, deadline dí sát nút;__label__chitchat
Lâu rồi không gặp nhau nhỉ;__label__chitchat
Thích nuôi chó hay mèo hơn?;__label__chitchat
Ở đây có quán nào ngon không?;__label__chitchat
Sáng nay dậy không nổi luôn;__label__chitchat
Cạn lời thật sự;__label__chitchat
Thấy cái trend đó trên mạng chưa?;__label__chitchat
Điện thoại sắp hết pin rồi;__label__chitchat
Mạng yếu quá, bực mình ghê;__label__chitchat
Chúc một ngày tốt lành;__label__chitchat
Nghe bảo sắp có bão;__label__chitchat
Chuẩn bị đi ngủ thôi;__label__chitchat
Thèm trà sữa quá;__label__chitchat
Cày phim tới sáng luôn;__label__chitchat
Để đó từ từ tính;__label__chitchat
Chuyện này khó nói lắm;__label__chitchat
Bạn có hay tập thể dục không?;__label__chitchat
Bao giờ mới được nghỉ lễ đây?;__label__chitchat
Chắc phải đi cắt tóc thôi;__label__chitchat
Hát karaoke không bạn ơi;__label__chitchat
Học ngoại ngữ mới khó thật;__label__chitchat
Tự nhiên thấy nhớ nhà ghê;__label__chitchat
Cái áo này đẹp quá;__label__chitchat
Đang sale lớn đó, mua gì không?;__label__chitchat
Thật không thể tin nổi;__label__chitchat
Chuyện gì cũng có thể xảy ra;__label__chitchat
Đừng lo lắng quá;__label__chitchat
Cứ bình tĩnh giải quyết;__label__chitchat
Vậy hả, không ngờ luôn;__label__chitchat
Đi du lịch thích thật;__label__chitchat
Bạn thích biển hay núi?;__label__chitchat
Mùa hè nóng kinh khủng;__label__chitchat
Mùa đông ở đây lạnh không?;__label__chitchat
Vậy là xong một ngày;__label__chitchat
Chắc do mình xui thôi;__label__chitchat
Hên vãi chưởng;__label__chitchat
Có gì hot không kể nghe với;__label__chitchat
Làm một ván game không?;__label__chitchat
Thôi bỏ đi, nói nhiều mệt;__label__chitchat
Bạn nghĩ sao về chuyện này?;__label__chitchat
Mình cũng không rõ nữa;__label__chitchat
Để mình suy nghĩ xem sao;__label__chitchat
Cũng có lý đó;__label__chitchat
Nghe hợp lý phết;__label__chitchat
Tùy bạn quyết định thôi;__label__chitchat
Mình thì sao cũng được;__label__chitchat
Bụng réo inh ỏi rồi;__label__chitchat
Đi ăn vặt không?;__label__chitchat
Quán này view đẹp ghê;__label__chitchat
Chỗ này ồn ào quá;__label__chitchat
Tìm một nơi yên tĩnh thôi;__label__chitchat
Dạo này hay bị mất ngủ;__label__chitchat
Cần một kỳ nghỉ ngay lập tức;__label__chitchat
Tiết kiệm tiền khó quá;__label__chitchat
Lương về chưa bạn ơi?;__label__chitchat
Sắp cuối tháng lại hết tiền;__label__chitchat
Chắc phải ăn mì gói qua ngày;__label__chitchat
Tự nhiên thèm đồ nướng;__label__chitchat
Bạn nấu ăn có ngon không?;__label__chitchat
Hay là mình đặt đồ ăn về nhà?;__label__chitchat
Xem hoạt hình không?;__label__chitchat
Bạn có hay đọc truyện tranh không?;__label__chitchat
Idol của bạn là ai?;__label__chitchat
Nghe nhạc gì vậy?;__label__chitchat
Gửi cho mình link bài đó với;__label__chitchat
Chụp cho mình tấm hình đi;__label__chitchat
Tạo dáng sao cho ngầu đây?;__label__chitchat
Ánh sáng ở đây đẹp nè;__label__chitchat
Hôm nay mặc gì bây giờ?;__label__chitchat
Cái quần này phối với áo nào hợp?;__label__chitchat
Đi mua sắm giải stress thôi;__label__chitchat
Mình không hợp với màu này;__label__chitchat
Tìm mãi không thấy cái chìa khóa;__label__chitchat
Bạn có tin vào cung hoàng đạo không?;__label__chitchat
Dạo này mình hay xem tarot;__label__chitchat
Cũng thú vị đó chứ;__label__chitchat
Thôi đi về kẻo muộn;__label__chitchat
Nhớ gọi cho mình nhé;__label__chitchat
Giữ gìn sức khỏe nha;__label__chitchat
Có cần mình giúp gì không?;__label__chitchat
Cảm ơn bạn nhiều;__label__chitchat
Không có gì đâu;__label__chitchat
Xin lỗi, mình không cố ý;__label__chitchat
Lần sau cẩn thận hơn là được;__label__chitchat
Chuyện nhỏ thôi mà;__label__chitchat
Đừng để bụng nhé;__label__chitchat
Tóc mới đẹp đó;__label__chitchat
Bạn làm ở đâu vậy?;__label__chitchat
Sếp của bạn thế nào?;__label__chitchat
Đồng nghiệp có thân thiện không?;__label__chitchat
Áp lực công việc lớn không?;__label__chitchat
Mong cho mau đến cuối tuần;__label__chitchat
Nghỉ hè này đi đâu chơi?;__label__chitchat
Vé máy bay đợt này rẻ ghê;__label__chitchat
Phải lên kế hoạch sớm thôi;__label__chitchat
Bạn thích đi du lịch một mình không?;__label__chitchat
Đi phượt cũng hay đó;__label__chitchat
An toàn là trên hết;__label__chitchat
Nhớ mang theo kem chống nắng;__label__chitchat
Chỗ đó có đặc sản gì ngon không?;__label__chitchat
Mua quà gì về cho mọi người đây?;__label__chitchat
Chuyến đi đó vui chứ?;__label__chitchat
Kể cho mình nghe với;__label__chitchat
Có nhiều kỷ niệm đẹp không?;__label__chitchat
Lần tới đi chung nhé;__label__chitchat
Học hành sao rồi?;__label__chitchat
Sắp thi chưa?;__label__chitchat
Ôn bài tới đâu rồi?;__label__chitchat
Môn này khó nhằn thật;__label__chitchat
Cầu cho qua môn;__label__chitchat
Học tài thi phận thôi;__label__chitchat
Ra trường rồi tính gì tiếp?;__label__chitchat
Tìm việc khó khăn không?;__label__chitchat
Cứ rải CV từ từ thôi;__label__chitchat
Rồi sẽ có công việc phù hợp;__label__chitchat
Bạn có hay tham gia câu lạc bộ không?;__label__chitchat
Hồi đi học vui thật;__label__chitchat
Nhớ thời sinh viên quá;__label__chitchat
Bạn bè cũ giờ sao rồi?;__label__chitchat
Lâu lâu phải họp lớp thôi;__label__chitchat
Ai cũng thay đổi nhiều quá;__label__chitchat
Thời gian trôi nhanh thật;__label__chitchat
Mới đó mà đã mấy năm rồi;__label__chitchat
Phải sống cho hiện tại thôi;__label__chitchat
Tương lai không ai nói trước được;__label__chitchat
Cứ vui vẻ là được rồi;__label__chitchat
Sức khỏe là quan trọng nhất;__label__chitchat
Dạo này hay bị đau lưng;__label__chitchat
Chắc do ngồi nhiều quá;__label__chitchat
Phải đi khám xem sao;__label__chitchat
Đừng chủ quan nhé;__label__chitchat
Bạn có hay uống vitamin không?;__label__chitchat
Ăn nhiều rau xanh vào;__label__chitchat
Uống đủ nước mỗi ngày nhé;__label__chitchat
Ngủ sớm đi cho khỏe;__label__chitchat
Thức khuya hại sức khỏe lắm;__label__chitchat
Cà phê làm mình tỉnh ngủ hẳn;__label__chitchat
Nhưng uống nhiều không tốt;__label__chitchat
Hay là chuyển qua uống trà;__label__chitchat
Trà thảo mộc cũng ngon;__label__chitchat
Bạn có sợ ma không?;__label__chitchat
Tối qua mình xem phim kinh dị;__label__chitchat
Sợ mất ngủ luôn;__label__chitchat
Hay là xem phim hài cho vui;__label__chitchat
Diễn viên đó diễn hay thật;__label__chitchat
Kịch bản phim này lạ ghê;__label__chitchat
Kết phim hơi bất ngờ;__label__chitchat
Mình đoán được kết phim luôn;__label__chitchat
Phim Việt dạo này hay phết;__label__chitchat
Ủng hộ điện ảnh nước nhà;__label__chitchat
Vé xem phim cuối tuần đắt thật;__label__chitchat
Đi xem ngày thường cho rẻ;__label__chitchat
Bạn có hay đi xem kịch không?;__label__chitchat
Nghe nói vở đó hay lắm;__label__chitchat
Để cuối tuần mình đi xem thử;__label__chitchat
Sở thích của bạn là gì?;__label__chitchat
Mình thích vẽ vời linh tinh;__label__chitchat
Còn mình thì thích chụp ảnh;__label__chitchat
Chụp ảnh phong cảnh hay chân dung?;__label__chitchat
Cái nào mình cũng thích;__label__chitchat
Bạn có chơi nhạc cụ nào không?;__label__chitchat
Mình biết chơi guitar một chút;__label__chitchat
Ngưỡng mộ ghê;__label__chitchat
Mình hát không hay lắm;__label__chitchat
Cứ tự tin lên là được;__label__chitchat
Quan trọng là vui thôi;__label__chitchat
Bạn thích thể thao gì?;__label__chitchat
Mình hay đi bơi;__label__chitchat
Còn mình thì thích đá bóng;__label__chitchat
Cuối tuần đi đá bóng không?;__label__chitchat
Lập team đá giao hữu đi;__label__chitchat
Lâu rồi không vận động;__label__chitchat
Người ê ẩm hết cả;__label__chitchat
Tập gym cũng tốt đó;__label__chitchat
Nhưng phải kiên trì mới được;__label__chitchat
Mình lười lắm, không theo nổi;__label__chitchat
Hay là tập yoga ở nhà;__label__chitchat
Nghe cũng được đó;__label__chitchat
Trên mạng có nhiều bài hướng dẫn;__label__chitchat
Làm gì cũng cần có bạn đồng hành;__label__chitchat
Rủ thêm vài người cho vui;__label__chitchat
Bạn có hay đi tình nguyện không?;__label__chitchat
Hoạt động đó ý nghĩa thật;__label__chitchat
Giúp đỡ người khác thấy vui;__label__chitchat
Làm cho cuộc sống có ý nghĩa hơn;__label__chitchat
Bạn có nuôi thú cưng không?;__label__chitchat
Nhà mình có một em cún;__label__chitchat
Nó quậy lắm nhưng mà dễ thương;__label__chitchat
Chăm thú cưng như chăm em bé;__label__chitchat
Tốn kém nhưng mà vui;__label__chitchat
Bạn có hay đi nhà sách không?;__label__chitchat
Mình thích mùi giấy mới;__label__chitchat
Tìm một góc yên tĩnh đọc sách;__label__chitchat
Cảm giác đó tuyệt vời lắm;__label__chitchat
Bạn hay đọc thể loại gì?;__label__chitchat
Mình thích truyện trinh thám;__label__chitchat
Còn mình thích tiểu thuyết lãng mạn;__label__chitchat
Để mình giới thiệu cho bạn cuốn này;__label__chitchat
Đảm bảo bạn sẽ thích;__label__chitchat
Ok, để mình tìm đọc;__label__chitchat
Đọc xong nhớ cho mình biết cảm nhận;__label__chitchat
Chắc chắn rồi;__label__chitchat
Bạn có hay viết lách gì không?;__label__chitchat
Mình thỉnh thoảng có viết blog;__label__chitchat
Chủ yếu là chia sẻ linh tinh;__label__chitchat
Vậy hả, cho mình link với;__label__chitchat
Để mình vào đọc ủng hộ;__label__chitchat
Ngại ghê, mình viết không hay lắm;__label__chitchat
Cứ tự tin chia sẻ thôi;__label__chitchat
Mỗi người một phong cách mà;__label__chitchat
Cảm ơn bạn đã động viên;__label__chitchat
Không có gì, bạn bè mà;__label__chitchat
Bạn có dự định gì cho tương lai không?;__label__chitchat
Mình muốn đi du học;__label__chitchat
Nhưng mà còn nhiều thứ phải lo;__label__chitchat
Cứ cố gắng rồi sẽ được thôi;__label__chitchat
Chúc bạn thành công nhé;__label__chitchat
Bạn cũng vậy nha;__label__chitchat
Có gì cần giúp thì cứ nói;__label__chitchat
Mình sẽ giúp trong khả năng;__label__chitchat
Biết rồi, cảm ơn nhiều;__label__chitchat
Thôi muộn rồi, mình về đây;__label__chitchat
Về cẩn thận nhé;__label__chitchat
Hẹn gặp lại sau;__label__chitchat
Bye bye;__label__chitchat
Ngủ ngon nhé;__label__chitchat
Mơ đẹp nha;__label__chitchat
Giữ liên lạc nhé;__label__chitchat
Ok bạn hiền;__label__chitchat
Tới nhà nhắn tin mình biết;__label__chitchat
Nhớ lời mình dặn đó;__label__chitchat
Biết rồi, khổ lắm, nói mãi;__label__chitchat
Haha, lo cho bạn thôi;__label__chitchat
Thương ghê không;__label__chitchat
Chứ sao nữa;__label__chitchat
Thôi không tám nữa;__label__chitchat
Tập trung làm việc đi;__label__chitchat
Lát nữa nói chuyện tiếp;__label__chitchat
Okie, có gì gọi mình;__label__chitchat
Nhớ kiểm tra email nhé;__label__chitchat
Mình gửi tài liệu rồi đó;__label__chitchat
Đã nhận được, cảm ơn;__label__chitchat
Làm tốt lắm;__label__chitchat
Cứ thế phát huy nhé;__label__chitchat
Dạo này gầy đi nhiều quá;__label__chitchat
Phải ăn uống bồi bổ vào;__label__chitchat
Bạn cũng vậy, trông xanh xao quá;__label__chitchat
Chắc do thiếu ngủ thôi;__label__chitchat
Phải chăm sóc bản thân tốt hơn;__label__chitchat
Đừng làm việc quá sức;__label__chitchat
Tiền bạc quan trọng nhưng sức khỏe hơn;__label__chitchat
Câu này nghe quen quen;__label__chitchat
Ai cũng nói vậy mà;__label__chitchat
Nhưng mấy ai làm được;__label__chitchat
Đúng là cuộc sống mà;__label__chitchat
Thôi đừng than thở nữa;__label__chitchat
Vui lên đi nào;__label__chitchat
Cuộc đời còn nhiều điều tốt đẹp;__label__chitchat
Đi hóng gió cho khuây khỏa;__label__chitchat
Hay là đi ăn kem?;__label__chitchat
Kem giải sầu cũng tốt;__label__chitchat
Đi thôi, chờ gì nữa;__label__chitchat
Bạn trả tiền nhé;__label__chitchat
Lại là mình trả à;__label__chitchat
Đùa thôi, để mình trả;__label__chitchat
Bạn tốt quá;__label__chitchat
Biết thế là được rồi;__label__chitchat
Tự nhiên thấy yêu đời ghê;__label__chitchat
Vậy là tốt rồi;__label__chitchat
Cười lên trông xinh hơn nhiều;__label__chitchat
Thật không đó?;__label__chitchat
Thật chứ, lừa bạn làm gì;__label__chitchat
Nghe mát lòng mát dạ ghê;__label__chitchat
Haha, bạn dễ dụ thật;__label__chitchat
Biết ngay mà;__label__chitchat
Nhưng mà vẫn vui;__label__chitchat
Bạn đúng là cây hài;__label__chitchat
Ở gần bạn là hết buồn;__label__chitchat
Vậy thì phải ở gần mình nhiều hơn;__label__chitchat
Chắc chắn rồi, không trốn được đâu;__label__chitchat
Nói chuyện với bạn vui thật;__label__chitchat
Mình cũng thấy vậy;__label__chitchat
Mình là cặp bài trùng mà;__label__chitchat
Nghe sến quá đi;__label__chitchat
Nhưng mà mình thích;__label__chitchat
Bạn có hay xem bóng đá không?;__label__chitchat
Tối nay có trận hay đó;__label__chitchat
Xem cùng không?;__label__chitchat
Phải xem chứ, sao bỏ được;__label__chitchat
Dự đoán tỉ số đi;__label__chitchat
Mình đoán đội nhà thắng;__label__chitchat
Để xem có đúng không;__label__chitchat
Hồi hộp quá;__label__chitchat
Vào rồi, tuyệt vời;__label__chitchat
Cổ vũ khản cả cổ;__label__chitchat
Đội mình đá hay quá;__label__chitchat
Thắng là phải đi bão;__label__chitchat
Lâu rồi mới có cảm giác này;__label__chitchat
Vui không tả xiết;__label__chitchat
Bạn có thích nấu ăn không?;__label__chitchat
Mình chỉ biết nấu mấy món đơn giản;__label__chitchat
Vậy là giỏi rồi;__label__chitchat
Mình chỉ biết luộc trứng;__label__chitchat
Haha, thật hay đùa vậy?;__label__chitchat
Phải học nấu ăn thôi;__label__chitchat
Con gái phải biết nữ công gia chánh;__label__chitchat
Quan niệm đó cũ rồi;__label__chitchat
Bây giờ ai cũng bình đẳng;__label__chitchat
Ai vào bếp cũng được;__label__chitchat
Miễn là nấu ăn ngon;__label__chitchat
Chí phải, chí phải;__label__chitchat
Bạn có hay đi du lịch bụi không?;__label__chitchat
Nghe có vẻ hay đó;__label__chitchat
Nhiều trải nghiệm thú vị;__label__chitchat
Nhưng cũng khá nguy hiểm;__label__chitchat
Phải chuẩn bị kỹ càng;__label__chitchat
Và có bạn đồng hành tin cậy;__label__chitchat
Bạn có muốn thử không?;__label__chitchat
Để mình suy nghĩ thêm;__label__chitchat
Mình hơi nhát gan;__label__chitchat
Không sao, mỗi người một sở thích;__label__chitchat
Bạn thích thành phố hay nông thôn?;__label__chitchat
Mình thích sự yên bình của làng quê;__label__chitchat
Còn mình thích sự náo nhiệt của thành phố;__label__chitchat
Mỗi nơi có một cái hay riêng;__label__chitchat
Đúng vậy, không thể so sánh được;__label__chitchat
Bạn có hay đi chùa không?;__label__chitchat
Thỉnh thoảng mùng một, ngày rằm;__label__chitchat
Đi để thấy lòng thanh thản hơn;__label__chitchat
Không gian ở đó rất yên tĩnh;__label__chitchat
Làm cho mình quên hết muộn phiền;__label__chitchat
Bạn có hay đi nhà thờ không?;__label__chitchat
Mình theo đạo Phật;__label__chitchat
À, mình hiểu rồi;__label__chitchat
Tôn giáo nào cũng hướng con người đến điều tốt;__label__chitchat
Quan trọng là ở cái tâm của mình;__label__chitchat
Bạn nói đúng lắm;__label__chitchat
Bạn có tin vào duyên phận không?;__label__chitchat
Mình tin chứ;__label__chitchat
Cái gì đến sẽ đến;__label__chitchat
Hữu duyên thiên lý năng tương ngộ;__label__chitchat
Nghe triết lý quá;__label__chitchat
Haha, học lỏm được thôi;__label__chitchat
Bạn có hay đọc sách triết học không?;__label__chitchat
Sách đó khó đọc lắm;__label__chitchat
Đọc mà không hiểu gì;__label__chitchat
Chắc do mình chưa đủ tầm;__label__chitchat
Cứ từ từ rồi sẽ hiểu;__label__chitchat
Kiến thức là vô tận mà;__label__chitchat
Học, học nữa, học mãi;__label__chitchat
Câu này nghe quen ghê;__label__chitchat
Của Lê-nin đó;__label__chitchat
Bạn giỏi ghê, cái gì cũng biết;__label__chitchat
Đâu có, mình biết chút chút thôi;__label__chitchat
Khiêm tốn quá rồi;__label__chitchat
Phải học hỏi bạn nhiều;__label__chitchat
Chúng ta cùng nhau tiến bộ;__label__chitchat
Nghe như khẩu hiệu ấy nhỉ;__label__chitchat
Nhưng mà đúng mà;__label__chitchat
Ok, đồng ý với bạn;__label__chitchat
Trời sắp mưa rồi kìa;__label__chitchat
Phải về nhà nhanh thôi;__label__chitchat
Bạn có mang áo mưa không?;__label__chitchat
Mình quên mang rồi;__label__chitchat
Hay là trú ở đâu đó đã;__label__chitchat
Đứng đây chờ tạnh mưa cũng được;__label__chitchat
Mưa mùa hè đến nhanh mà đi cũng nhanh;__label__chitchat
Ngắm mưa cũng lãng mạn phết;__label__chitchat
Bạn tâm hồn nghệ sĩ ghê;__label__chitchat
Mình thì chỉ sợ bị ướt;__label__chitchat
Bị cảm thì mệt lắm;__label__chitchat
Ừ, sức khỏe vẫn là trên hết;__label__chitchat
Tạnh mưa rồi kìa;__label__chitchat
Về thôi bạn ơi;__label__chitchat
Đường trơn, đi cẩn thận nhé;__label__chitchat
Bạn cũng vậy nha;__label__chitchat
Có gì mai gặp lại;__label__chitchat
Ok, hẹn mai nhé;__label__chitchat
Nay có biến gì mới trên mạng không?;__label__chitchat
Lại có drama gì à?;__label__chitchat
Vào hóng xem sao;__label__chitchat
Dân mạng giờ nhanh thật;__label__chitchat
Cái gì cũng lôi lên mạng được;__label__chitchat
Con dao hai lưỡi mà;__label__chitchat
Phải biết chắt lọc thông tin;__label__chitchat
Đừng có hùa theo đám đông;__label__chitchat
Bạn nói chí phải;__label__chitchat
Mình phải là người dùng thông thái;__label__chitchat
Chuẩn không cần chỉnh;__label__chitchat
Bạn có hay chơi Tik Tok không?;__label__chitchat
Mình chỉ lướt xem giải trí thôi;__label__chitchat
Nhiều video sáng tạo phết;__label__chitchat
Nhưng cũng nhiều nội dung nhảm nhí;__label__chitchat
Đúng rồi, phải biết chọn lọc;__label__chitchat
Thuật toán của nó ghê thật;__label__chitchat
Biết mình thích xem gì luôn;__label__chitchat
Lướt một tí là hết cả buổi;__label__chitchat
Nghiện thật sự;__label__chitchat
Phải cai thôi;__label__chitchat
Khó lắm bạn ơi;__label__chitchat
Bạn có hay mua hàng online không?;__label__chitchat
Mình là tín đồ của Shopee;__label__chitchat
Săn sale thích lắm;__label__chitchat
Cảm giác nhận hàng cũng vui;__label__chitchat
Nhưng nhiều khi mua về không dùng;__label__chitchat
Phí tiền ghê;__label__chitchat
Phải kiềm chế bản thân lại;__label__chitchat
Nói thì dễ làm thì khó;__label__chitchat
Bạn có hay bị boom hàng không?;__label__chitchat
Trộm vía là chưa;__label__chitchat
Mình mua hàng có tâm lắm;__label__chitchat
Phải có ý thức chứ;__label__chitchat
Shipper họ cũng vất vả;__label__chitchat
Đúng rồi, phải thương họ;__label__chitchat
Bạn có hay đi uống trà đá vỉa hè không?;__label__chitchat
Chém gió với bạn bè thì vui;__label__chitchat
Không khí ở đó thoải mái;__label__chitchat
Giá lại còn rẻ nữa;__label__chitchat
Một nét văn hóa của Hà Nội;__label__chitchat
Bạn là người Hà Nội à?;__label__chitchat
Không, mình ở Sài Gòn;__label__chitchat
Nhưng mình thích văn hóa miền Bắc;__label__chitchat
Mỗi vùng miền có một nét đẹp riêng;__label__chitchat
Việt Nam mình đẹp lắm;__label__chitchat
Phải đi hết mới được;__label__chitchat
Lên kế hoạch thôi bạn ơi;__label__chitchat
Đi cùng nhau cho vui;__label__chitchat
Triển luôn và ngay;__label__chitchat
Nói là làm liền;__label__chitchat
Đó mới là tuổi trẻ;__label__chitchat
Phải sống hết mình;__label__chitchat
Để sau này không hối tiếc;__label__chitchat
Bạn truyền cảm hứng cho mình ghê;__label__chitchat
Vậy thì tốt quá;__label__chitchat
Chúng ta cùng nhau tạo nên kỷ niệm đẹp;__label__chitchat
Tuyệt vời, không còn gì để nói;__label__chitchat
Bao giờ thì mình lên đường?;__label__chitchat
Để xem lịch rồi báo bạn sau;__label__chitchat
Nhớ đó nha, không được quên;__label__chitchat
Không quên đâu mà lo;__label__chitchat
Uy tín luôn;__label__chitchat
Tin bạn lần này;__label__chitchat
Không làm bạn thất vọng đâu;__label__chitchat
Haha, được rồi;__label__chitchat
Nói chuyện nãy giờ cũng lâu;__label__chitchat
Mình phải đi có việc rồi;__label__chitchat
Ok bạn, đi đi;__label__chitchat
Có gì tối mình nói chuyện tiếp;__label__chitchat
Ok, bye nhé;__label__chitchat
Gặp sau nha;__label__chitchat
Alo, nghe rõ trả lời;__label__chitchat
Đang ở đâu đó?;__label__chitchat
Ra đây ngồi chơi;__label__chitchat
Nhanh lên nhé;__label__chitchat
Đang chờ đó;__label__chitchat
Năm phút nữa có mặt;__label__chitchat
Chuẩn đầu ra của ngành Kinh tế gồm những năng lực nào ạ?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Luật.;__label__Academic
Mình muốn hỏi về thời gian tối đa hoàn thành chương trình của khoa Ngôn ngữ Anh.;__label__Academic
Điểm F có được học lại không?;__label__Academic
Mình muốn hỏi về thang điểm 4 và thang điểm 10 của khoa Cơ khí.;__label__Academic
Nếu rớt môn thì tín chỉ có tính không?;__label__Academic
Có thể xin thi lại vì lý do cá nhân không?;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về thực tập tốt nghiệp của khoa Công nghệ thông tin.;__label__Academic
Có được làm bài thi bằng bút chì không?;__label__Academic
Mình muốn hỏi về tiên quyết và học trước của khoa Luật.;__label__Academic
Có hỗ trợ học phí cho sinh viên khuyết tật không?;__label__Academic
Chuẩn đầu ra của ngành Nông nghiệp gồm những năng lực nào ạ?;__label__Academic
Khi nào được xem điểm thi?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Công nghệ thông tin.;__label__Academic
Mức học phí theo tín chỉ cho ngành Quản trị kinh doanh là bao nhiêu ạ?;__label__Academic
Thầy/cô cho em xin quy định về bảo hiểm y tế sinh viên, áp dụng từ học kỳ này được không ạ?;__label__Academic
Mình muốn hỏi về điều kiện xét học bổng của khoa Công nghệ thông tin.;__label__Academic
Mình muốn hỏi về đổi lớp thực hành của khoa Điện tử viễn thông.;__label__Academic
Nếu mất điện trong lúc thi thì xử lý thế nào?;__label__Academic
Thầy/cô cho em xin quy định về đồ án/khóa luận, áp dụng từ học kỳ này được không ạ?;__label__Academic
Có được thi lại nếu vắng mặt có lý do chính đáng không?;__label__Academic
Thầy/cô cho em xin quy định về đánh giá rèn luyện, áp dụng từ học kỳ này được không ạ?;__label__Academic
Sinh viên bị kỷ luật có được giảm học phí không?;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về miễn giảm học phí của khoa Ngôn ngữ Anh.;__label__Academic
Mình muốn hỏi về học phí theo tín chỉ của khoa Ngôn ngữ Anh.;__label__Academic
Có được ghi công thức sẵn vào giấy nháp không?;__label__Academic
Mình muốn hỏi về đăng ký tín chỉ phụ của khoa Cơ khí.;__label__Academic
Sinh viên nợ học phí có được thi không?;__label__Academic
Thủ tục bảo lưu kết quả cần những giấy tờ gì ạ?;__label__Academic
Sinh viên phải đóng phí giáo trình không?;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Sinh học.;__label__Academic
Mình muốn hỏi về đăng ký học phần của khoa Cơ khí.;__label__Academic
Điểm học phần có bao gồm điểm chuyên cần không?;__label__Academic
Em có thể đăng ký môn song ngành không, cần tiêu chí gì ạ?;__label__Academic
Tín chỉ thực tập có bắt buộc không?;__label__Academic
Mình muốn hỏi về chuyển ngành/chuyên ngành của khoa Sinh học.;__label__Academic
Mức học phí theo tín chỉ cho ngành Cơ khí là bao nhiêu ạ?;__label__Academic
Em có thể đăng ký thêm tín chỉ không, cần tiêu chí gì ạ?;__label__Academic
Mình muốn hỏi về đăng ký song ngành của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về đồ án/khóa luận của khoa Điện tử viễn thông.;__label__Academic
Mình muốn hỏi về công nhận mở lớp học phần của khoa Kinh tế.;__label__Academic
Mình muốn hỏi về đổi lớp thực hành của khoa Luật.;__label__Academic
Mình muốn hỏi về công nhận tín chỉ tương đương của khoa Kinh tế.;__label__Academic
Nếu quên đem thẻ sinh viên thì cần giấy tờ gì để vào thi?;__label__Academic
Mình muốn hỏi về bảo hiểm y tế sinh viên của khoa Ngôn ngữ Anh.;__label__Academic
Bao lâu thì được công nhận tín chỉ đã học?;__label__Academic
Mình muốn hỏi về cấp bảng điểm tiếng Anh của khoa Luật.;__label__Academic
Một môn học bao nhiêu tín chỉ?;__label__Academic
Mình muốn hỏi về chính sách hỗ trợ sinh viên khó khăn của khoa Sinh học.;__label__Academic
Em cần điều kiện cụ thể để đăng ký khóa luận trong ngành Công nghệ thông tin.;__label__Academic
Có được thi lại nhiều lần một môn không?;__label__Academic
Bao nhiêu điểm thì đạt một môn học?;__label__Academic
Chuẩn đầu ra của ngành Công nghệ thông tin gồm những năng lực nào ạ?;__label__Academic
Cho em hỏi thời hạn đăng ký học phần là khi nào ạ?;__label__Academic
Tín chỉ học trực tuyến có giá trị như tín chỉ thường không?;__label__Academic
Học phí có tăng theo từng năm không?;__label__Academic
Điểm tốt nghiệp tính bằng điểm trung bình tích lũy đúng không?;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Sinh học.;__label__Academic
Mình muốn hỏi về quy định cảnh báo học vụ của khoa Ngôn ngữ Anh.;__label__Academic
Khi nào công bố lịch thi tập trung ạ?;__label__Academic
Mình muốn hỏi về chuyển trường của khoa Cơ khí.;__label__Academic
Học phí ngành Du lịch bao nhiêu?;__label__Academic
Mình muốn hỏi về quy định bảo lưu kết quả của khoa Quản trị kinh doanh.;__label__Academic
